id,x,y,z
687,-0.652020,4.636863,-0.056569
688,-0.688771,4.602179,0.000000
689,-0.696974,4.602179,0.030615
690,-0.719385,4.602179,0.053026
691,-0.750000,4.602179,0.061229
692,-0.780615,4.602179,0.053026
693,-0.803026,4.602179,0.030615
694,-0.811229,4.602179,0.000000
695,-0.803026,4.602179,-0.030615
696,-0.780615,4.602179,-0.053026
697,-0.750000,4.602179,-0.061229
698,-0.719385,4.602179,-0.053026
699,-0.696974,4.602179,-0.030615
700,-0.750000,4.590000,0.000000
701,0.650000,5.710000,0.000000
702,0.711229,5.697821,0.000000
703,0.703026,5.697821,0.030615
704,0.680615,5.697821,0.053026
705,0.650000,5.697821,0.061229
706,0.619385,5.697821,0.053026
707,0.596974,5.697821,0.030615
708,0.588771,5.697821,0.000000
709,0.596974,5.697821,-0.030615
710,0.619385,5.697821,-0.053026
711,0.650000,5.697821,-0.061229
712,0.680615,5.697821,-0.053026
713,0.703026,5.697821,-0.030615
714,0.763137,5.663137,0.000000
715,0.747980,5.663137,0.056569
716,0.706569,5.663137,0.097980
717,0.650000,5.663137,0.113137
718,0.593431,5.663137,0.097980
719,0.552020,5.663137,0.056569
720,0.536863,5.663137,0.000000
721,0.552020,5.663137,-0.056569
722,0.593431,5.663137,-0.097980
723,0.650000,5.663137,-0.113137
724,0.706569,5.663137,-0.097980
725,0.747980,5.663137,-0.056569
726,0.797821,5.611229,0.000000
727,0.778017,5.611229,0.073910
728,0.723910,5.611229,0.128017
729,0.650000,5.611229,0.147821
730,0.576090,5.611229,0.128017
731,0.521983,5.611229,0.073910
732,0.502179,5.611229,0.000000
733,0.521983,5.611229,-0.073910
734,0.576090,5.611229,-0.128017
735,0.650000,5.611229,-0.147821
736,0.723910,5.611229,-0.128017
737,0.778017,5.611229,-0.073910
738,0.810000,5.550000,0.000000
739,0.788564,5.550000,0.080000
740,0.730000,5.550000,0.138564
741,0.650000,5.550000,0.160000
742,0.570000,5.550000,0.138564
743,0.511436,5.550000,0.080000
744,0.490000,5.550000,0.000000
745,0.511436,5.550000,-0.080000
746,0.570000,5.550000,-0.138564
747,0.650000,5.550000,-0.160000
748,0.730000,5.550000,-0.138564
749,0.788564,5.550000,-0.080000
750,0.797821,5.488771,0.000000
751,0.778017,5.488771,0.073910
752,0.723910,5.488771,0.128017
753,0.650000,5.488771,0.147821
754,0.576090,5.488771,0.128017
755,0.521983,5.488771,0.073910
756,0.502179,5.488771,0.000000
757,0.521983,5.488771,-0.073910
758,0.576090,5.488771,-0.128017
759,0.650000,5.488771,-0.147821
760,0.723910,5.488771,-0.128017
761,0.778017,5.488771,-0.073910
762,0.763137,5.436863,0.000000
763,0.747980,5.436863,0.056569
764,0.706569,5.436863,0.097980
765,0.650000,5.436863,0.113137
766,0.593431,5.436863,0.097980
767,0.552020,5.436863,0.056569
768,0.536863,5.436863,0.000000
769,0.552020,5.436863,-0.056569
770,0.593431,5.436863,-0.097980
771,0.650000,5.436863,-0.113137
772,0.706569,5.436863,-0.097980
773,0.747980,5.436863,-0.056569
774,0.711229,5.402179,0.000000
775,0.703026,5.402179,0.030615
776,0.680615,5.402179,0.053026
